No;No. Pendaftaran KIP;Nama Siswa2;Prodi;NIK;No. Kartu Keluarga;NIK Kepala Keluarga;NISN;Status DTKS;Validasi DTKS;Status P3KE;Validasi P3KE;No. KIP;Validasi KIP;No. KKS;Asal Sekolah;Kab/Kota Sekolah;Provinsi Sekolah;Tempat Lahir;Tanggal Lahir;Jenis Kelamin;Alamat Tinggal;No. Handphone;Alamat Email;Alamat IG/ Twitter/ Tiktok;Nama Ayah;Pekerjaan Ayah;Ket. Pekerjaan Ayah;Penghasilan Ayah; Ket. Penghasilan Ayah/ bln ;Status Ayah;Nama Ibu;Pekerjaan Ibu;Ket. Pekerjaan Ibu;Penghasilan Ibu; Ket. Penghasilan Ibu/ bln ;Status Ibu;Wali (jika ada); Penghasilan lain/ bln ;Jumlah Tanggungan;Jml Tanggungan Sebenarnya; Nominal per kapita ;Kepemilikan Rumah;Tahun Perolehan;Sumber Listrik;Luas Tanah;Luas Bangunan;Sumber Air;MCK;Kondisi Rumah;Jarak Pusat Kota (KM);Prestasi;Rekomendasi;Alasan;Nama Pewawancara;Alasan Penguat nanti jadi role model undip
775;1125.203.99981.3005.001;Siswa SNBP 775;S1 KEDOKTERAN;3308879755398020;3302291998331765;3306536792288052;0020884422;Belum Terdata;tidak ada;Belum Terdata;tidak ada;-;tidak ada;-;SMAN 4 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081231249468;siswa775@gmail.com;ig: @siswa775;Nama Ayah;Lainnya;Pekerjaan Detail;> Rp. 3.000.000;3249625;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;828565;Hidup;;0;5 Orang;5;815638;Sendiri;2010;PLN;100 - 200 M2;< 25 M2;Sumur;Kepemilikan Sendiri Diluar;Tidak Layak Menerima Beasiswa;38;Juara 1 Lomba KTI Nasional;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Andi Pratama;Mampu membayar UKT mandiri.
776;1125.203.99940.5733.001;Siswa SNBP 776;S1 KEDOKTERAN;3306691233101401;3307169304254443;3302160748988369;0019296713;Terdata;ada;Terdata: Desil 3;ada;A1B2C5;ada;KKS006;SMAN 1 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081248282286;siswa776@gmail.com;ig: @siswa776;Nama Ayah;Lainnya;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1249983;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;124765;Hidup;;0;4 Orang;4;343687;Sewa Bulanan;2009;PLN;50-99 M2;25-50 M2;PDAM;Kepemilikan Sendiri Didalam;Layak Menerima Beasiswa;8;Juara 1 OSN Tingkat Provinsi;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Siska Nurul;Siswa SNBP berprestasi, tekad kuat.
777;1125.203.99946.9659.001;Siswa SNBP 777;S1 KESEHATAN MASYARAKAT;3301935848834116;3309443150647693;3307024867657516;0093140324;Belum Terdata;tidak ada;Terdata: Desil 5;tidak ada;-;tidak ada;-;SMAN 1 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081296367523;siswa777@gmail.com;ig: @siswa777;Nama Ayah;TIDAK BEKERJA;Pekerjaan Detail;> Rp. 3.000.000;6846075;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;939507;Hidup;;0;4 Orang;4;1946395;Sendiri;1992;PLN;100 - 200 M2;>200 M2;PDAM;Berbagi Pakai;Tidak Layak Menerima Beasiswa;40;Juara 2 Debat Bahasa Indonesia Provinsi;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Budi Santoso;Mampu membayar UKT mandiri.
778;1125.203.99935.3233.001;Siswa SNBP 778;S1 KEDOKTERAN;3308082256635415;3307612346658596;3306131970483780;0098928723;Belum Terdata;tidak ada;Terdata: Desil 6;tidak ada;-;tidak ada;-;SMAN 1 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081271561218;siswa778@gmail.com;ig: @siswa778;Nama Ayah;Wirausaha;Pekerjaan Detail;> Rp. 3.000.000;3745297;Hidup;Nama Ibu;Peg. Swasta;Pekerja;> Rp. 2.000.000;1104648;Hidup;;0;2 Orang;2;2424972;Sendiri;1996;PLN;>200 M2;>200 M2;Sungai/Mata Air;Berbagi Pakai;Tidak Layak Menerima Beasiswa;20;Juara Umum 1 Paralel Sekolah;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Andi Pratama;Mampu membayar UKT mandiri.
779;1125.203.99973.4889.001;Siswa SNBP 779;S1 TEKNIK SIPIL;3308196214211807;3308026644723604;3304635943945441;0028320756;Terdata;ada;Terdata: Desil 2;ada;A1B2C1;ada;KKS002;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081222962707;siswa779@gmail.com;ig: @siswa779;Nama Ayah;Lainnya;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1061155;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;204818;Hidup;;0;5 Orang;5;253194;Menumpang;1997;PLN;100 - 200 M2;25-50 M2;Sungai/Mata Air;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;47;Juara 1 OSN Tingkat Provinsi;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Siska Nurul;Siswa SNBP berprestasi, tekad kuat.
780;1125.203.99982.4866.001;Siswa SNBP 780;S1 AKUNTANSI;3309619475466684;3304191133867243;3307052268820754;0078766301;Terdata;ada;Terdata: Desil 4;ada;A1B2C8;ada;KKS002;SMAN 1 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081284574136;siswa780@gmail.com;ig: @siswa780;Nama Ayah;TIDAK BEKERJA;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1403230;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;85435;Hidup;;0;3 Orang;3;496221;Menumpang;2018;PLN;>200 M2;50-99 M2;PDAM;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;30;Juara 1 OSN Tingkat Provinsi;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Siska Nurul;Siswa SNBP berprestasi, tekad kuat.
781;1125.203.99972.3665.001;Siswa SNBP 781;S1 TEKNIK INFORMATIKA;3302598843069059;3304905212335439;3309404597254682;0088788323;Belum Terdata;tidak ada;Terdata: Desil 5;tidak ada;-;tidak ada;-;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081212863807;siswa781@gmail.com;ig: @siswa781;Nama Ayah;Buruh Harian;Pekerjaan Detail;> Rp. 3.000.000;3334402;Hidup;Nama Ibu;Peg. Swasta;Pekerja;> Rp. 2.000.000;2328019;Hidup;;0;3 Orang;3;1887473;Sendiri;2016;PLN;>200 M2;100 - 200 M2;Sumur;Kepemilikan Sendiri Didalam;Tidak Layak Menerima Beasiswa;9;Ketua OSIS SMA 2 Periode;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Rina Amelia;Mampu membayar UKT mandiri.
782;1125.203.99981.9098.001;Siswa SNBP 782;S1 PSIKOLOGI;3308576282788811;3303512134388683;3302771829854210;0076627934;Terdata;ada;Terdata: Desil 4;ada;A1B2C4;ada;KKS009;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081235472907;siswa782@gmail.com;ig: @siswa782;Nama Ayah;Petani;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1203298;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;430892;Hidup;;0;5 Orang;5;326838;Menumpang;2003;PLN;25-50 M2;50-99 M2;Sungai/Mata Air;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;44;Ketua OSIS SMA 2 Periode;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Budi Santoso;Siswa SNBP berprestasi, tekad kuat.
783;1125.203.99933.8983.001;Siswa SNBP 783;S1 AGROEKOTEKNOLOGI;3306338304986881;3302260897895866;3308403426479940;0029989870;Terdata;ada;Terdata: Desil 2;ada;A1B2C9;ada;KKS003;SMAN 1 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081274392290;siswa783@gmail.com;ig: @siswa783;Nama Ayah;Peg. Swasta;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;769584;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;493930;Hidup;;0;4 Orang;4;315878;Sendiri;1999;PLN;>200 M2;>200 M2;Sumur;Kepemilikan Sendiri Didalam;Layak Menerima Beasiswa;47;Juara 1 OSN Tingkat Provinsi;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Budi Santoso;Siswa SNBP berprestasi, tekad kuat.
784;1125.203.99934.2684.001;Siswa SNBP 784;S1 KESEHATAN MASYARAKAT;3305605445520916;3308456479350248;3303533985997144;0096980630;Terdata;ada;Terdata: Desil 3;ada;A1B2C2;ada;KKS005;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081214641252;siswa784@gmail.com;ig: @siswa784;Nama Ayah;Buruh Harian;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;926288;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;210805;Hidup;;0;6 Orang;6;189515;Sewa Bulanan;2013;PLN;>200 M2;< 25 M2;Sungai/Mata Air;Kepemilikan Sendiri Didalam;Layak Menerima Beasiswa;9;Juara 1 FLS2N Tingkat Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Andi Pratama;Siswa SNBP berprestasi, tekad kuat.
785;1125.203.99966.1373.001;Siswa SNBP 785;S1 ILMU KOMUNIKASI;3303921080366654;3304306663814511;3305436934106850;0035610440;Terdata;ada;Terdata: Desil 2;ada;A1B2C8;ada;KKS009;SMAN 3 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081273754442;siswa785@gmail.com;ig: @siswa785;Nama Ayah;Buruh Harian;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1098967;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;109813;Hidup;;0;2 Orang;2;604390;Sendiri;2003;PLN;25-50 M2;< 25 M2;Sungai/Mata Air;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;42;Juara 1 FLS2N Tingkat Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Budi Santoso;Siswa SNBP berprestasi, tekad kuat.
786;1125.203.99965.1274.001;Siswa SNBP 786;S1 PSIKOLOGI;3308636817973643;3307423815456874;3309638555565009;0086244787;Terdata;ada;Terdata: Desil 4;ada;A1B2C9;ada;KKS003;SMAN 4 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081232970301;siswa786@gmail.com;ig: @siswa786;Nama Ayah;Lainnya;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;859020;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;355222;Hidup;;0;2 Orang;2;607121;Sewa Bulanan;1997;PLN;< 25 M2;>200 M2;Sungai/Mata Air;Kepemilikan Sendiri Didalam;Layak Menerima Beasiswa;34;Eligible 1 Rumpun Saintek;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Dwi Kurniawan;Siswa SNBP berprestasi, tekad kuat.
787;1125.203.99936.6917.001;Siswa SNBP 787;S1 PSIKOLOGI;3301485864109406;3308648200353707;3307538543541540;0023369697;Terdata;ada;Terdata: Desil 1;ada;A1B2C9;ada;KKS009;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081248891490;siswa787@gmail.com;ig: @siswa787;Nama Ayah;Lainnya;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;849619;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;180902;Hidup;;0;5 Orang;5;206104;Menumpang;1992;PLN;100 - 200 M2;25-50 M2;Sumur;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;7;Juara 1 FLS2N Tingkat Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Siska Nurul;Siswa SNBP berprestasi, tekad kuat.
788;1125.203.99954.9544.001;Siswa SNBP 788;S1 ILMU HUKUM;3308786028021535;3309204209444642;3304926812758436;0015654704;Terdata;ada;Terdata: Desil 1;ada;A1B2C9;ada;KKS005;SMAN 3 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081225478752;siswa788@gmail.com;ig: @siswa788;Nama Ayah;Buruh Harian;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;560468;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;371107;Hidup;;0;2 Orang;2;465787;Sendiri;2002;PLN;25-50 M2;100 - 200 M2;Sungai/Mata Air;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;2;Eligible 1 Rumpun Saintek;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Siska Nurul;Siswa SNBP berprestasi, tekad kuat.
789;1125.203.99914.5818.001;Siswa SNBP 789;S1 KEDOKTERAN;3305597263394601;3305947770412596;3304468099867522;0024579878;Terdata;ada;Terdata: Desil 2;ada;A1B2C2;ada;KKS003;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081259094008;siswa789@gmail.com;ig: @siswa789;Nama Ayah;Buruh Harian;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1323926;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;316205;Hidup;;0;5 Orang;5;328026;Sendiri;2015;PLN;25-50 M2;100 - 200 M2;Sungai/Mata Air;Berbagi Pakai;Layak Menerima Beasiswa;15;Ketua OSIS SMA 2 Periode;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Andi Pratama;Siswa SNBP berprestasi, tekad kuat.
790;1125.203.99965.9818.001;Siswa SNBP 790;S1 PSIKOLOGI;3307673749487366;3305130300190631;3305893258695249;0054246425;Terdata;ada;Terdata: Desil 2;ada;A1B2C8;ada;KKS009;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081263424238;siswa790@gmail.com;ig: @siswa790;Nama Ayah;Lainnya;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;991213;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;215500;Hidup;;0;3 Orang;3;402237;Sewa Bulanan;2022;PLN;< 25 M2;>200 M2;PDAM;Berbagi Pakai;Layak Menerima Beasiswa;48;Eligible 1 Rumpun Saintek;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Andi Pratama;Siswa SNBP berprestasi, tekad kuat.
791;1125.203.99995.2250.001;Siswa SNBP 791;S1 AGROEKOTEKNOLOGI;3302679601459936;3301616212249228;3307910836766726;0095922845;Belum Terdata;tidak ada;Terdata: Desil 6;tidak ada;-;tidak ada;-;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081227916708;siswa791@gmail.com;ig: @siswa791;Nama Ayah;Peg. Swasta;Pekerjaan Detail;> Rp. 3.000.000;5648867;Hidup;Nama Ibu;Wirausaha;Pekerja;> Rp. 2.000.000;1619520;Hidup;;0;2 Orang;2;3634193;Sendiri;1990;PLN;>200 M2;25-50 M2;Sungai/Mata Air;Kepemilikan Sendiri Diluar;Tidak Layak Menerima Beasiswa;47;Juara 1 FLS2N Tingkat Nasional;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Rina Amelia;Mampu membayar UKT mandiri.
792;1125.203.99955.2807.001;Siswa SNBP 792;S1 MANAJEMEN;3306697847997145;3301780028027384;3309629104926334;0091948746;Terdata;ada;Terdata: Desil 3;ada;A1B2C4;ada;KKS001;SMAN 1 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081281221969;siswa792@gmail.com;ig: @siswa792;Nama Ayah;TIDAK BEKERJA;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;576363;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;172685;Hidup;;0;5 Orang;5;149809;Sendiri;1999;PLN;>200 M2;50-99 M2;PDAM;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;44;Eligible 1 Rumpun Saintek;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Budi Santoso;Siswa SNBP berprestasi, tekad kuat.
793;1125.203.99924.2192.001;Siswa SNBP 793;S1 ILMU KOMUNIKASI;3307372839684016;3308093701847980;3307545205354605;0081467845;Terdata;ada;Terdata: Desil 3;ada;A1B2C4;ada;KKS008;SMAN 3 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081232215740;siswa793@gmail.com;ig: @siswa793;Nama Ayah;TIDAK BEKERJA;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1443327;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;466039;Hidup;;0;2 Orang;2;954683;Sendiri;2008;PLN;25-50 M2;100 - 200 M2;PDAM;Berbagi Pakai;Layak Menerima Beasiswa;12;Juara 1 OSN Tingkat Provinsi;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Rina Amelia;Mampu membayar UKT mandiri.
794;1125.203.99972.5140.001;Siswa SNBP 794;S1 KESEHATAN MASYARAKAT;3307873717322585;3302615862404624;3304494373417358;0030359585;Terdata;ada;Terdata: Desil 4;ada;A1B2C7;ada;KKS004;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081225146395;siswa794@gmail.com;ig: @siswa794;Nama Ayah;Peg. Swasta;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;657363;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;326141;Hidup;;0;5 Orang;5;196700;Menumpang;2011;PLN;50-99 M2;100 - 200 M2;Sumur;Berbagi Pakai;Layak Menerima Beasiswa;36;Juara 2 Debat Bahasa Indonesia Provinsi;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Siska Nurul;Siswa SNBP berprestasi, tekad kuat.
795;1125.203.99993.2349.001;Siswa SNBP 795;S1 TEKNIK SIPIL;3304276063367934;3308581428497982;3304979244634299;0013506296;Belum Terdata;tidak ada;Terdata: Desil 6;tidak ada;-;tidak ada;-;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081226084348;siswa795@gmail.com;ig: @siswa795;Nama Ayah;TIDAK BEKERJA;Pekerjaan Detail;> Rp. 3.000.000;3414505;Hidup;Nama Ibu;Wirausaha;Pekerja;> Rp. 2.000.000;3532260;Hidup;;0;2 Orang;2;3473382;Sendiri;2006;PLN;100 - 200 M2;50-99 M2;Sumur;Kepemilikan Sendiri Diluar;Tidak Layak Menerima Beasiswa;33;Juara 2 Debat Bahasa Indonesia Provinsi;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Siska Nurul;Mampu membayar UKT mandiri.
796;1125.203.99996.7435.001;Siswa SNBP 796;S1 AGROEKOTEKNOLOGI;3304132796994109;3306802103455505;3304058270125325;0058400962;Belum Terdata;tidak ada;Belum Terdata;tidak ada;-;tidak ada;-;SMAN 1 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081222084075;siswa796@gmail.com;ig: @siswa796;Nama Ayah;Wirausaha;Pekerjaan Detail;> Rp. 3.000.000;7014468;Hidup;Nama Ibu;Peg. Swasta;Pekerja;> Rp. 2.000.000;1612972;Hidup;;0;5 Orang;5;1725488;Sendiri;1997;PLN;50-99 M2;25-50 M2;Sumur;Kepemilikan Sendiri Diluar;Tidak Layak Menerima Beasiswa;49;Medali Emas Olimpiade Sains Nasional;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Siska Nurul;Mampu membayar UKT mandiri.
797;1125.203.99913.1308.001;Siswa SNBP 797;S1 TEKNIK SIPIL;3303861508304469;3302381485627270;3301389053408793;0043274966;Terdata;ada;Terdata: Desil 1;ada;A1B2C4;ada;KKS005;SMAN 4 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081269342804;siswa797@gmail.com;ig: @siswa797;Nama Ayah;Buruh Harian;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1104521;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;343242;Hidup;;0;5 Orang;5;289552;Sewa Bulanan;2018;PLN;25-50 M2;50-99 M2;PDAM;Berbagi Pakai;Layak Menerima Beasiswa;48;Juara 1 Lomba KTI Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Rina Amelia;Siswa SNBP berprestasi, tekad kuat.
798;1125.203.99938.8387.001;Siswa SNBP 798;S1 AKUNTANSI;3301429853474741;3308915889702837;3302044433494492;0027091297;Terdata;ada;Terdata: Desil 3;ada;A1B2C9;ada;KKS007;SMAN 1 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081281948486;siswa798@gmail.com;ig: @siswa798;Nama Ayah;Buruh Harian;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1046138;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;93656;Hidup;;0;3 Orang;3;379931;Sewa Bulanan;2000;PLN;100 - 200 M2;< 25 M2;PDAM;Berbagi Pakai;Layak Menerima Beasiswa;16;Juara 2 Debat Bahasa Indonesia Provinsi;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Siska Nurul;Siswa SNBP berprestasi, tekad kuat.
799;1125.203.99995.6761.001;Siswa SNBP 799;S1 TEKNIK INFORMATIKA;3301302322016897;3307771459905606;3305116230848769;0040170113;Terdata;ada;Terdata: Desil 3;ada;A1B2C1;ada;KKS009;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081252039122;siswa799@gmail.com;ig: @siswa799;Nama Ayah;Wirausaha;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1394946;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;36097;Hidup;;0;6 Orang;6;238507;Sewa Bulanan;1998;PLN;>200 M2;25-50 M2;Sungai/Mata Air;Berbagi Pakai;Layak Menerima Beasiswa;37;Juara Umum 1 Paralel Sekolah;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Rina Amelia;Siswa SNBP berprestasi, tekad kuat.
800;1125.203.99993.1664.001;Siswa SNBP 800;S1 AKUNTANSI;3308834296495111;3309714749840713;3304204233322342;0081935385;Belum Terdata;tidak ada;Belum Terdata;tidak ada;-;tidak ada;-;SMAN 3 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081279669499;siswa800@gmail.com;ig: @siswa800;Nama Ayah;TIDAK BEKERJA;Pekerjaan Detail;> Rp. 3.000.000;6383335;Hidup;Nama Ibu;Wirausaha;Pekerja;> Rp. 2.000.000;3862271;Hidup;;0;4 Orang;4;2561401;Sendiri;2023;PLN;< 25 M2;< 25 M2;PDAM;Kepemilikan Sendiri Diluar;Tidak Layak Menerima Beasiswa;14;Juara Umum 1 Paralel Sekolah;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Rina Amelia;Mampu membayar UKT mandiri.
801;1125.203.99999.1686.001;Siswa SNBP 801;S1 TEKNIK INFORMATIKA;3308247678080809;3307466211103892;3307914279201887;0075246138;Terdata;ada;Terdata: Desil 1;ada;A1B2C3;ada;KKS007;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081226636714;siswa801@gmail.com;ig: @siswa801;Nama Ayah;Petani;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1399259;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;43358;Hidup;;0;4 Orang;4;360654;Sewa Bulanan;2016;PLN;< 25 M2;50-99 M2;Sungai/Mata Air;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;10;Juara Umum 1 Paralel Sekolah;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Andi Pratama;Siswa SNBP berprestasi, tekad kuat.
802;1125.203.99983.6658.001;Siswa SNBP 802;S1 TEKNIK INFORMATIKA;3306321097858610;3303537290753316;3305476724597158;0015373858;Belum Terdata;tidak ada;Belum Terdata;tidak ada;-;tidak ada;-;SMAN 1 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081250643425;siswa802@gmail.com;ig: @siswa802;Nama Ayah;TIDAK BEKERJA;Pekerjaan Detail;> Rp. 3.000.000;7652726;Hidup;Nama Ibu;Peg. Swasta;Pekerja;> Rp. 2.000.000;3805827;Hidup;;0;5 Orang;5;2291710;Sendiri;1996;PLN;100 - 200 M2;25-50 M2;Sungai/Mata Air;Kepemilikan Sendiri Didalam;Tidak Layak Menerima Beasiswa;7;Medali Emas Olimpiade Sains Nasional;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Budi Santoso;Mampu membayar UKT mandiri.
803;1125.203.99948.5705.001;Siswa SNBP 803;S1 KESEHATAN MASYARAKAT;3309077511566912;3305501034410913;3302868490816638;0078912629;Terdata;ada;Terdata: Desil 3;ada;A1B2C5;ada;KKS003;SMAN 1 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081244009474;siswa803@gmail.com;ig: @siswa803;Nama Ayah;TIDAK BEKERJA;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;533393;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;360552;Hidup;;0;4 Orang;4;223486;Menumpang;1996;PLN;25-50 M2;< 25 M2;PDAM;Berbagi Pakai;Layak Menerima Beasiswa;5;Juara 1 FLS2N Tingkat Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Siska Nurul;Siswa SNBP berprestasi, tekad kuat.
804;1125.203.99997.8452.001;Siswa SNBP 804;S1 AGROEKOTEKNOLOGI;3307714071492697;3304612158524057;3303415302365379;0045281670;Terdata;ada;Terdata: Desil 3;ada;A1B2C8;ada;KKS007;SMAN 4 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081226030822;siswa804@gmail.com;ig: @siswa804;Nama Ayah;Petani;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1456333;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;225478;Hidup;;0;4 Orang;4;420452;Sendiri;2008;PLN;100 - 200 M2;100 - 200 M2;Sungai/Mata Air;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;48;Juara 1 OSN Tingkat Provinsi;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Budi Santoso;Siswa SNBP berprestasi, tekad kuat.
